07:18:20.466565 IP 209.73.140.70.1801 > 178.32.215.69.6667: Flags [.], ack 2434048873, win 65535, length 0
07:18:20.482220 IP 59.63.158.116.1477 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482227 IP 178.32.215.69.6667 > 59.63.158.116.1477: Flags [R], seq 1977131375, win 0, length 0
07:18:20.482242 IP 222.80.184.115.1004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482249 IP 178.32.215.69.6667 > 222.80.184.115.1004: Flags [R], seq 1824872048, win 0, length 0
07:18:20.482263 IP 202.150.223.57.1258 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482271 IP 178.32.215.69.6667 > 202.150.223.57.1258: Flags [R], seq 641411706, win 0, length 0
07:18:20.482285 IP 207.44.178.56.1105 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482292 IP 178.32.215.69.6667 > 207.44.178.56.1105: Flags [R], seq 1858671664, win 0, length 0
07:18:20.482307 IP 222.80.184.115.1004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482314 IP 178.32.215.69.6667 > 222.80.184.115.1004: Flags [R], seq 1824872048, win 0, length 0
07:18:20.482328 IP 77.247.177.33.1430 > 178.32.215.69.19957: Flags [.], ack 1194472311, win 65535, length 0
07:18:20.482332 IP 218.36.53.73.1151 > 178.32.215.69.13277: Flags [.], ack 2788711949, win 65535, length 0
07:18:20.482334 IP 61.152.154.4.1655 > 178.32.215.69.6667: Flags [.], ack 1243463494, win 65535, length 0
07:18:20.482339 IP 178.32.215.69.6667 > 61.152.154.4.1655: Flags [R], seq 1243463494, win 0, length 0
07:18:20.482354 IP 61.155.168.141.1879 > 178.32.215.69.60765: Flags [.], ack 3102282291, win 65535, length 0
07:18:20.482359 IP 81.196.156.217.2000 > 178.32.215.69.13377: Flags [.], ack 2109042259, win 65535, length 0
07:18:20.482362 IP 211.151.228.18.1362 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482367 IP 178.32.215.69.6667 > 211.151.228.18.1362: Flags [R], seq 1626857485, win 0, length 0
07:18:20.482382 IP 218.1.73.246.1556 > 178.32.215.69.23611: Flags [.], ack 3160196730, win 65535, length 0
07:18:20.482477 IP 61.143.178.244.1764 > 178.32.215.69.47243: Flags [.], ack 302901303, win 65535, length 0
07:18:20.482485 IP 219.94.175.126.1477 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482492 IP 178.32.215.69.6667 > 219.94.175.126.1477: Flags [R], seq 1965360933, win 0, length 0
07:18:20.482511 IP 217.144.201.160.1662 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482519 IP 178.32.215.69.6667 > 217.144.201.160.1662: Flags [R], seq 2357414169, win 0, length 0
07:18:20.482534 IP 202.89.116.193.1035 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482541 IP 178.32.215.69.6667 > 202.89.116.193.1035: Flags [R], seq 3225581312, win 0, length 0
07:18:20.482556 IP 85.142.19.182.1315 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482563 IP 178.32.215.69.6667 > 85.142.19.182.1315: Flags [R], seq 2665194862, win 0, length 0
07:18:20.482578 IP 95.173.162.97.1584 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482584 IP 178.32.215.69.6667 > 95.173.162.97.1584: Flags [R], seq 503908388, win 0, length 0
07:18:20.482599 IP 95.211.117.112.1659 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482606 IP 178.32.215.69.6667 > 95.211.117.112.1659: Flags [R], seq 2697056376, win 0, length 0
07:18:20.482621 IP 218.202.90.112.1549 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482628 IP 178.32.215.69.6667 > 218.202.90.112.1549: Flags [R], seq 2247065175, win 0, length 0
07:18:20.482642 IP 109.74.55.81.1807 > 178.32.215.69.120: Flags [.], ack 451376755, win 65535, length 0
07:18:20.482647 IP 218.232.75.112.1309 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482653 IP 178.32.215.69.6667 > 218.232.75.112.1309: Flags [R], seq 4159147630, win 0, length 0
07:18:20.482667 IP 158.194.249.48.1101 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482675 IP 178.32.215.69.6667 > 158.194.249.48.1101: Flags [R], seq 4124903535, win 0, length 0
07:18:20.482689 IP 218.93.127.22.1989 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482696 IP 178.32.215.69.6667 > 218.93.127.22.1989: Flags [R], seq 2512424457, win 0, length 0
07:18:20.482711 IP 218.202.90.112.1549 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482718 IP 178.32.215.69.6667 > 218.202.90.112.1549: Flags [R], seq 2247065175, win 0, length 0
07:18:20.482732 IP 77.247.177.33.1430 > 178.32.215.69.19955: Flags [.], ack 1194472311, win 65535, length 0
07:18:20.482737 IP 140.121.160.122.1684 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482742 IP 178.32.215.69.6667 > 140.121.160.122.1684: Flags [R], seq 81934859, win 0, length 0
07:18:20.482757 IP 211.125.117.42.1949 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482775 IP 178.32.215.69.6667 > 211.125.117.42.1949: Flags [R], seq 4230577714, win 0, length 0
07:18:20.482800 IP 66.251.253.150.1528 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482808 IP 178.32.215.69.6667 > 66.251.253.150.1528: Flags [R], seq 3830487083, win 0, length 0
07:18:20.482838 IP 27.112.8.246.1721 > 178.32.215.69.34944: Flags [.], ack 3598233414, win 65535, length 0
07:18:20.482843 IP 203.246.164.173.1103 > 178.32.215.69.32457: Flags [.], ack 3986427980, win 65535, length 0
07:18:20.482846 IP 211.103.103.122.1380 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482851 IP 178.32.215.69.6667 > 211.103.103.122.1380: Flags [R], seq 921165920, win 0, length 0
07:18:20.482866 IP 62.196.6.138.1602 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482874 IP 178.32.215.69.6667 > 62.196.6.138.1602: Flags [R], seq 2610430570, win 0, length 0
07:18:20.482888 IP 202.169.46.205.1814 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482895 IP 178.32.215.69.6667 > 202.169.46.205.1814: Flags [R], seq 3779812177, win 0, length 0
07:18:20.482909 IP 208.100.52.75.1032 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482916 IP 178.32.215.69.6667 > 208.100.52.75.1032: Flags [R], seq 4042048297, win 0, length 0
07:18:20.482930 IP 115.182.62.117.1650 > 178.32.215.69.62465: Flags [.], ack 1722208560, win 65535, length 0
07:18:20.482935 IP 207.44.178.56.1105 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482940 IP 178.32.215.69.6667 > 207.44.178.56.1105: Flags [R], seq 1858671664, win 0, length 0
07:18:20.482955 IP 209.73.140.70.1801 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482962 IP 178.32.215.69.6667 > 209.73.140.70.1801: Flags [R], seq 2434048873, win 0, length 0
07:18:20.482976 IP 95.156.194.169.1573 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.482983 IP 178.32.215.69.6667 > 95.156.194.169.1573: Flags [R], seq 868322661, win 0, length 0
07:18:20.482998 IP 88.204.76.2.1757 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483005 IP 178.32.215.69.6667 > 88.204.76.2.1757: Flags [R], seq 1350414410, win 0, length 0
07:18:20.483021 IP 208.85.242.77.1784 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483030 IP 178.32.215.69.6667 > 208.85.242.77.1784: Flags [R], seq 813727539, win 0, length 0
07:18:20.483047 IP 202.143.145.153.1926 > 178.32.215.69.40: Flags [.], ack 2910305117, win 65535, length 0
07:18:20.483052 IP 59.63.158.116.1477 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483057 IP 178.32.215.69.6667 > 59.63.158.116.1477: Flags [R], seq 1977131375, win 0, length 0
07:18:20.483072 IP 132.160.21.137.1288 > 178.32.215.69.72: Flags [.], ack 2326601067, win 65535, length 0
07:18:20.483085 IP 59.63.158.116.1477 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483092 IP 178.32.215.69.6667 > 59.63.158.116.1477: Flags [R], seq 1977131375, win 0, length 0
07:18:20.483123 IP 195.54.2.187.1994 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483131 IP 178.32.215.69.6667 > 195.54.2.187.1994: Flags [R], seq 3613817859, win 0, length 0
07:18:20.483146 IP 211.144.73.154.1540 > 178.32.215.69.9439: Flags [.], ack 3008316221, win 65535, length 0
07:18:20.483151 IP 95.173.162.97.1584 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483156 IP 178.32.215.69.6667 > 95.173.162.97.1584: Flags [R], seq 503908388, win 0, length 0
07:18:20.483171 IP 69.60.116.165.1680 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483178 IP 178.32.215.69.6667 > 69.60.116.165.1680: Flags [R], seq 1825719620, win 0, length 0
07:18:20.483192 IP 202.198.129.156.1043 > 178.32.215.69.44139: Flags [.], ack 940501020, win 65535, length 0
07:18:20.483197 IP 211.125.117.42.1949 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483202 IP 178.32.215.69.6667 > 211.125.117.42.1949: Flags [R], seq 4230577714, win 0, length 0
07:18:20.483216 IP 211.168.170.157.1872 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483223 IP 178.32.215.69.6667 > 211.168.170.157.1872: Flags [R], seq 803299602, win 0, length 0
07:18:20.483238 IP 211.168.170.157.1872 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483245 IP 178.32.215.69.6667 > 211.168.170.157.1872: Flags [R], seq 803299602, win 0, length 0
07:18:20.483259 IP 180.95.224.203.1582 > 178.32.215.69.40: Flags [.], ack 3118815505, win 65535, length 0
07:18:20.483264 IP 91.186.249.24.1335 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483270 IP 178.32.215.69.6667 > 91.186.249.24.1335: Flags [R], seq 3843379829, win 0, length 0
07:18:20.483284 IP 91.186.249.24.1335 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483291 IP 178.32.215.69.6667 > 91.186.249.24.1335: Flags [R], seq 3843379829, win 0, length 0
07:18:20.483305 IP 216.129.211.34.1464 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483312 IP 178.32.215.69.6667 > 216.129.211.34.1464: Flags [R], seq 3308007983, win 0, length 0
07:18:20.483327 IP 190.220.146.88.1545 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483334 IP 178.32.215.69.6667 > 190.220.146.88.1545: Flags [R], seq 1919558445, win 0, length 0
07:18:20.483348 IP 211.115.127.24.1613 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483356 IP 178.32.215.69.6667 > 211.115.127.24.1613: Flags [R], seq 2425864741, win 0, length 0
07:18:20.483371 IP 208.85.242.77.1784 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483378 IP 178.32.215.69.6667 > 208.85.242.77.1784: Flags [R], seq 813727539, win 0, length 0
07:18:20.483399 IP 95.211.117.112.1659 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483406 IP 178.32.215.69.6667 > 95.211.117.112.1659: Flags [R], seq 2697056376, win 0, length 0
07:18:20.483422 IP 209.51.136.211.1587 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483429 IP 178.32.215.69.6667 > 209.51.136.211.1587: Flags [R], seq 1518721072, win 0, length 0
07:18:20.483469 IP 202.96.188.23.2004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483482 IP 178.32.215.69.6667 > 202.96.188.23.2004: Flags [R], seq 387813420, win 0, length 0
07:18:20.483503 IP 213.160.128.121.1139 > 178.32.215.69.6667: Flags [.], ack 4293622616, win 65535, length 0
07:18:20.483512 IP 178.32.215.69.6667 > 213.160.128.121.1139: Flags [R], seq 4293622616, win 0, length 0
07:18:20.483527 IP 77.247.177.33.1430 > 178.32.215.69.19993: Flags [.], ack 1194472311, win 65535, length 0
07:18:20.483532 IP 222.80.184.115.1004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483538 IP 178.32.215.69.6667 > 222.80.184.115.1004: Flags [R], seq 1824872048, win 0, length 0
07:18:20.483552 IP 222.80.184.115.1004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483559 IP 178.32.215.69.6667 > 222.80.184.115.1004: Flags [R], seq 1824872048, win 0, length 0
07:18:20.483574 IP 78.108.16.35.1175 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483581 IP 178.32.215.69.6667 > 78.108.16.35.1175: Flags [R], seq 4031577114, win 0, length 0
07:18:20.483595 IP 98.158.145.46.1830 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483602 IP 178.32.215.69.6667 > 98.158.145.46.1830: Flags [R], seq 286891887, win 0, length 0
07:18:20.483617 IP 58.225.62.207.1077 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483624 IP 178.32.215.69.6667 > 58.225.62.207.1077: Flags [R], seq 3496986390, win 0, length 0
07:18:20.483642 IP 74.126.17.86.1578 > 178.32.215.69.96: Flags [.], ack 3157162563, win 65535, length 0
07:18:20.483649 IP 61.55.144.151.1693 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483658 IP 178.32.215.69.6667 > 61.55.144.151.1693: Flags [R], seq 2481819155, win 0, length 0
07:18:20.483677 IP 217.171.209.53.1947 > 178.32.215.69.42935: Flags [.], ack 1843673910, win 65535, length 0
07:18:20.483683 IP 211.103.103.122.1380 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483688 IP 178.32.215.69.6667 > 211.103.103.122.1380: Flags [R], seq 921165920, win 0, length 0
07:18:20.483703 IP 180.95.224.203.1582 > 178.32.215.69.106: Flags [.], ack 3118815505, win 65535, length 0
07:18:20.483708 IP 80.71.144.185.1426 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483713 IP 178.32.215.69.6667 > 80.71.144.185.1426: Flags [R], seq 3947466755, win 0, length 0
07:18:20.483748 IP 59.63.158.116.1477 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483756 IP 178.32.215.69.6667 > 59.63.158.116.1477: Flags [R], seq 1977131375, win 0, length 0
07:18:20.483775 IP 222.80.184.115.1004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483783 IP 178.32.215.69.6667 > 222.80.184.115.1004: Flags [R], seq 1824872048, win 0, length 0
07:18:20.483798 IP 217.151.107.172.1799 > 178.32.215.69.17543: Flags [.], ack 1483609361, win 65535, length 0
07:18:20.483803 IP 202.89.116.193.1035 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483808 IP 178.32.215.69.6667 > 202.89.116.193.1035: Flags [R], seq 3225581312, win 0, length 0
07:18:20.483823 IP 219.94.148.138.1037 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483830 IP 178.32.215.69.6667 > 219.94.148.138.1037: Flags [R], seq 4014924146, win 0, length 0
07:18:20.483844 IP 202.89.116.193.1035 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483851 IP 178.32.215.69.6667 > 202.89.116.193.1035: Flags [R], seq 3225581312, win 0, length 0
07:18:20.483866 IP 209.73.140.129.1969 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483873 IP 178.32.215.69.6667 > 209.73.140.129.1969: Flags [R], seq 1098598731, win 0, length 0
07:18:20.483888 IP 202.62.74.5.1591 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483895 IP 178.32.215.69.6667 > 202.62.74.5.1591: Flags [R], seq 3245732222, win 0, length 0
07:18:20.483909 IP 211.144.73.154.1540 > 178.32.215.69.9493: Flags [.], ack 3008316221, win 65535, length 0
07:18:20.483914 IP 132.160.21.137.1288 > 178.32.215.69.88: Flags [.], ack 2326601067, win 65535, length 0
07:18:20.483916 IP 190.2.43.2.1008 > 178.32.215.69.116: Flags [.], ack 1469576974, win 65535, length 0
07:18:20.483918 IP 109.74.55.81.1807 > 178.32.215.69.18: Flags [.], ack 451376755, win 65535, length 0
07:18:20.483920 IP 211.151.228.18.1362 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483925 IP 178.32.215.69.6667 > 211.151.228.18.1362: Flags [R], seq 1626857485, win 0, length 0
07:18:20.483940 IP 211.151.228.18.1362 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483947 IP 178.32.215.69.6667 > 211.151.228.18.1362: Flags [R], seq 1626857485, win 0, length 0
07:18:20.483962 IP 140.121.160.122.1684 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483969 IP 178.32.215.69.6667 > 140.121.160.122.1684: Flags [R], seq 81934859, win 0, length 0
07:18:20.483983 IP 195.54.2.187.1994 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.483990 IP 178.32.215.69.6667 > 195.54.2.187.1994: Flags [R], seq 3613817859, win 0, length 0
07:18:20.484011 IP 217.171.209.53.1947 > 178.32.215.69.42941: Flags [.], ack 1843673910, win 65535, length 0
07:18:20.484017 IP 80.252.104.30.1322 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484026 IP 178.32.215.69.6667 > 80.252.104.30.1322: Flags [R], seq 1170383433, win 0, length 0
07:18:20.484050 IP 61.143.178.244.1764 > 178.32.215.69.48175: Flags [.], ack 302901303, win 65535, length 0
07:18:20.484055 IP 132.160.21.137.1288 > 178.32.215.69.10: Flags [.], ack 1, win 65535, length 0
07:18:20.484057 IP 128.123.211.155.1463 > 178.32.215.69.20869: Flags [.], ack 2450919705, win 65535, length 0
07:18:20.484060 IP 203.160.57.118.1569 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484065 IP 178.32.215.69.6667 > 203.160.57.118.1569: Flags [R], seq 2191028824, win 0, length 0
07:18:20.484081 IP 66.251.253.150.1528 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484088 IP 178.32.215.69.6667 > 66.251.253.150.1528: Flags [R], seq 3830487083, win 0, length 0
07:18:20.484103 IP 61.143.178.244.1764 > 178.32.215.69.48219: Flags [.], ack 302901303, win 65535, length 0
07:18:20.484107 IP 41.86.46.130.1517 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484112 IP 178.32.215.69.6667 > 41.86.46.130.1517: Flags [R], seq 1603463744, win 0, length 0
07:18:20.484127 IP 85.120.23.162.1926 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484134 IP 178.32.215.69.6667 > 85.120.23.162.1926: Flags [R], seq 100301668, win 0, length 0
07:18:20.484149 IP 95.173.162.97.1584 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484156 IP 178.32.215.69.6667 > 95.173.162.97.1584: Flags [R], seq 503908388, win 0, length 0
07:18:20.484170 IP 81.91.225.134.1642 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484178 IP 178.32.215.69.6667 > 81.91.225.134.1642: Flags [R], seq 169358418, win 0, length 0
07:18:20.484192 IP 193.169.87.111.1904 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484199 IP 178.32.215.69.6667 > 193.169.87.111.1904: Flags [R], seq 2031816816, win 0, length 0
07:18:20.484214 IP 202.96.188.23.2004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484221 IP 178.32.215.69.6667 > 202.96.188.23.2004: Flags [R], seq 387813420, win 0, length 0
07:18:20.484235 IP 202.96.188.23.2004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484242 IP 178.32.215.69.6667 > 202.96.188.23.2004: Flags [R], seq 387813420, win 0, length 0
07:18:20.484257 IP 75.125.159.16.1484 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484264 IP 178.32.215.69.6667 > 75.125.159.16.1484: Flags [R], seq 3451096335, win 0, length 0
07:18:20.484284 IP 80.252.104.30.1322 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484292 IP 178.32.215.69.6667 > 80.252.104.30.1322: Flags [R], seq 1170383433, win 0, length 0
07:18:20.484330 IP 128.123.211.155.1463 > 178.32.215.69.20877: Flags [.], ack 2450919705, win 65535, length 0
07:18:20.484335 IP 203.160.57.118.1569 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484341 IP 178.32.215.69.6667 > 203.160.57.118.1569: Flags [R], seq 2191028824, win 0, length 0
07:18:20.484355 IP 61.55.144.151.1693 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484362 IP 178.32.215.69.6667 > 61.55.144.151.1693: Flags [R], seq 2481819155, win 0, length 0
07:18:20.484376 IP 81.91.225.134.1642 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484383 IP 178.32.215.69.6667 > 81.91.225.134.1642: Flags [R], seq 169358418, win 0, length 0
07:18:20.484398 IP 193.169.87.111.1904 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484405 IP 178.32.215.69.6667 > 193.169.87.111.1904: Flags [R], seq 2031816816, win 0, length 0
07:18:20.484419 IP 180.95.224.203.1582 > 178.32.215.69.104: Flags [.], ack 3118815505, win 65535, length 0
07:18:20.484424 IP 58.215.21.171.1261 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484429 IP 178.32.215.69.6667 > 58.215.21.171.1261: Flags [R], seq 986834706, win 0, length 0
07:18:20.484444 IP 202.198.129.156.1043 > 178.32.215.69.44241: Flags [.], ack 940501020, win 65535, length 0
07:18:20.484450 IP 103.17.9.215.1577 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484458 IP 178.32.215.69.6667 > 103.17.9.215.1577: Flags [R], seq 1072317021, win 0, length 0
07:18:20.484481 IP 178.255.74.187.1547 > 178.32.215.69.46: Flags [.], ack 2717487723, win 65535, length 0
07:18:20.484489 IP 203.210.16.223.1068 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484498 IP 178.32.215.69.6667 > 203.210.16.223.1068: Flags [R], seq 3143653147, win 0, length 0
07:18:20.484519 IP 85.120.23.162.1926 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484527 IP 178.32.215.69.6667 > 85.120.23.162.1926: Flags [R], seq 100301668, win 0, length 0
07:18:20.484543 IP 132.160.21.137.1288 > 178.32.215.69.58: Flags [.], ack 2326601067, win 65535, length 0
07:18:20.484547 IP 85.17.151.164.1487 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484553 IP 178.32.215.69.6667 > 85.17.151.164.1487: Flags [R], seq 2530959231, win 0, length 0
07:18:20.484568 IP 132.160.21.137.1288 > 178.32.215.69.114: Flags [.], ack 2326601067, win 65535, length 0
07:18:20.484581 IP 81.91.225.134.1642 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484588 IP 178.32.215.69.6667 > 81.91.225.134.1642: Flags [R], seq 169358418, win 0, length 0
07:18:20.484623 IP 46.231.16.185.1854 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484631 IP 178.32.215.69.6667 > 46.231.16.185.1854: Flags [R], seq 3599896335, win 0, length 0
07:18:20.484646 IP 64.233.128.98.1265 > 178.32.215.69.21265: Flags [.], ack 3361262596, win 65535, length 0
07:18:20.484651 IP 203.246.164.173.1103 > 178.32.215.69.33183: Flags [.], ack 3986427980, win 65535, length 0
07:18:20.484653 IP 69.60.116.165.1680 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484658 IP 178.32.215.69.6667 > 69.60.116.165.1680: Flags [R], seq 1825719620, win 0, length 0
07:18:20.484673 IP 84.204.79.13.1873 > 178.32.215.69.16149: Flags [.], ack 2222503476, win 65535, length 0
07:18:20.484678 IP 66.148.121.243.1589 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484684 IP 178.32.215.69.6667 > 66.148.121.243.1589: Flags [R], seq 1949265522, win 0, length 0
07:18:20.484699 IP 211.115.111.16.1107 > 178.32.215.69.43403: Flags [.], ack 3865999897, win 65535, length 0
07:18:20.484704 IP 211.125.117.42.1949 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484709 IP 178.32.215.69.6667 > 211.125.117.42.1949: Flags [R], seq 4230577714, win 0, length 0
07:18:20.484723 IP 207.44.178.56.1105 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484731 IP 178.32.215.69.6667 > 207.44.178.56.1105: Flags [R], seq 1858671664, win 0, length 0
07:18:20.484745 IP 41.0.44.219.1990 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484752 IP 178.32.215.69.6667 > 41.0.44.219.1990: Flags [R], seq 2420736113, win 0, length 0
07:18:20.484769 IP 74.126.17.86.1578 > 178.32.215.69.44: Flags [.], ack 3157162563, win 65535, length 0
07:18:20.484774 IP 202.89.116.193.1035 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484779 IP 178.32.215.69.6667 > 202.89.116.193.1035: Flags [R], seq 3225581312, win 0, length 0
07:18:20.484795 IP 64.233.128.98.1265 > 178.32.215.69.21275: Flags [.], ack 3361262596, win 65535, length 0
07:18:20.484799 IP 64.233.128.98.1265 > 178.32.215.69.21271: Flags [.], ack 3361262596, win 65535, length 0
07:18:20.484801 IP 64.202.224.76.1452 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484806 IP 178.32.215.69.6667 > 64.202.224.76.1452: Flags [R], seq 1080872014, win 0, length 0
07:18:20.484839 IP 210.51.167.60.1238 > 178.32.215.69.6667: Flags [.], ack 1969115406, win 65535, length 0
07:18:20.484847 IP 178.32.215.69.6667 > 210.51.167.60.1238: Flags [R], seq 1969115406, win 0, length 0
07:18:20.484862 IP 74.126.17.86.1578 > 178.32.215.69.36: Flags [.], ack 3157162563, win 65535, length 0
07:18:20.484867 IP 202.143.145.153.1926 > 178.32.215.69.51: Flags [.], ack 2910305117, win 65535, length 0
07:18:20.484869 IP 209.73.140.56.1308 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484875 IP 178.32.215.69.6667 > 209.73.140.56.1308: Flags [R], seq 3588359206, win 0, length 0
